|comment|grade
2574|Во времена проката фильма не доходили руки к его бумажной версии, - а может, не было тогда в продаже - теперь дошли. Читается трилогия на одном дыхании. Почему-то подумалось, что некогда великолепный сюжет по истечении 20 лет кажется довольно примитивным. Впрочем, не буду спорить с собой - уж слишком хорошо помню фильм, а книга его только дополнила.|2
2575|"При всей моей ""любви"" и ""увлеченности"" фантастикой вещь пошла. Вроде ничего супер-оригинального, но в тоже время так и не смог оторваться - все свободное время посвящал чтению, пока не дочитал до конца. Причем даже не буду себя заставлять делать какие-то серьезные выводы - это просто увлекательно."|2
2576|Обожаю под настроение читать автобиографии людей, многого добившихся в этой жизни. Форда начинал еще года три назад, но тогда не дочитал - вторая часть книги показалась скучноватой. Сейчас осилил с одного присеста. Добрая и умная вещь. Не пожалел.|2
2577|Отличный киносценарий! Немного сомнений в том, что из книги получился бы отличный фильм-катастрофа; по крайней мере, все из известных мне и рядом не лежали. Для рядового читателя книга может показаться перегруженной физической, химической и астрономической терминологией, но в этом и ее соль одновременно. А за идею автору респект! Вкратце: Солнце на самом деле является пульсаром и раз в 12 000 лет его электромагнитная энергия распространяется по Вселенной с различными последствиями для встречаемых по пути объектов. Для Земли такие импульсы летальны, что и происходило каждые 12 000 лет; очередной цикл намечен на 2012 год - время действия в романе. На Земле, не суть как, импульсы главного светила принимают полюса: начинается таяние льдов, всемирный потоп, происходит сдвиг земной коры. Но на планете находится древний инструмент, помогающий избежать последствий такой солнечной активности...|2
2578|"То ли настроение вчера было ""читабельное"" - в районе двое суток не было света, читал с фонарем, блин, - то ли действительно роман неплох, но пока могу сказать, что из 22-х прочитанных вещей Абдуллаева на текущий момент ""Последний синклит"" - лучший. И дело даже не в какой-то оригинальности сюжета, а в том, что в любом детективе, так или иначе, в ходе развития сюжетной линии можно предположить, кто из героев в конечном итоге станет обвиненным. В Синклите все наоборот: до самой развязки абсолютно никаких подзрений не падает ни на одного из персонажей. Зачет."|2
2579|Читал вещь, когда она только появилась в магазинах/на раксладках. О Брауне не знал ничего из того, что знаю сейчас - знал бы тогда, поставил бы еще большую оценку, наверное. Это уже сейчас модно отзываться обо всех его книгах, как о дешевой подделке, вымышленной дешевке или еще как-то... Так или иначе, мнение менять не привык: роман увлекает, сюжет далеко не банален, а автору респект за то, что он зарабатывает по $500 000 на каждой странице своих романов - тех, которые никому не нравятся :)|2
2580|"Концовка как раз неожиданная. Ибо все шло к тому что ""они поженились и жили долго и счастливо""... Хотя, если бы было поменьше хохмочек и шуточек - было бы лучше..."|2
2581|"Наконец Олди попробовали себя в традиционном жанре ""космической фантастики"" - далекое будущее, звездные империи, разные подрассы расселившегося человечества... Никакого фэнтази и магии. А ментальные сверхспособности у нас давно уже вроде числятся по ведомству sience fiction. Но получилось отлично - ничуть не хуже, чем их лучшие фэнтази-вещи, и не хуже, чем у того же Симмонса (Гиперион)."|2
2582|Книга для своего времени. Без знаний реалий 70-х годов 20 века теряется 90% удовольствия при прочтении... С одной стороны жалко, что без знаний истории книгу понять трудно... с другой - может и хорошо, что она может заставить читателя разузнать про то время?|2
2583|20-е годы 20-го века... Необыкновенное время. Необыкновенные люди. Необыкновенные книги. И, что самое странное, многие мысли, заложенные в этой книге - актуальны и посейчас.|2
2584|Красивая история о жизни после смерти, своеобразная философия не имеющая общего с обыденной трактокой рай/ад.. В сущности получается, что это лишь то, что можем мы себе позволить в своих мечтах... Все это прелдомляется через историю Криса, который погибает, и видит с небес страдания своей жены, которая в итоге кончает с жизнью самоубийству, и Крису приходится её спасать.. А ещё по этой книге снят замечательный фильм с Робином Уильясом в главной роли!|2
2585|Пейте Кану ))))))|2
2586|Ребята, вы любите котов?Да! Просто отлично, потому что вы влюбитесь в Пита с первого раза, это кот что надо, как говорится, это потрясающий кот. Однако его хозяин еще лучше - это пример самогочестного, самого бескорыстного человека, который когда-либо существовал на земле. Но это не образец человека, который скрывается от своего прошлого, он не нашел себя в мире несправедливости и корысти, он не смог защитить себя от предательства и лишь потому попался на удочку лести и фальшивой любви. Поразительно то, чтоон нашел в себе силы не озлобиться на весь мир, а продолжать его любить, и все это во многом благодаря Петронию Арбитру (не римскому писателю, а коту)|2
2587|Оч. интересное произведение, как предыдущие и последующие. Читать не скучно для любителей детективного жанра.|2
2588|"Каждой книге - свое время-20В школе это была моя самая любимая книга-20Но даже взрослому человеку, не читавшему Рони - стоит это сделать-20Просто потому, что эти писатели - единственные в своем роде, и книги их дают такое ""ощущение присутствия"" среди дикой, прекрасной, опасной природы, как ни в одном кинотеатре-20 В аннотации - завязка сюжета, первая страница книги-20Дальше - приключения троих парней, идущих за край мира, чтобы добыть огонь-20Обычно в книгах путешествие - это промежуток времени между одним и другим домом плюс сопутствующие проблемы, а здесь - дорога как образ жизни-20 Необычно, красиво, увлекательно-20Лучшая книга Рони о каменном веке-0D"|2
2589|Можно смело рекомендовать поклонникам Виктора Суворова. Написано не менее увлекательно, но при этом позволяет взглянуть на историю с другой стороны.|2
2590|хм- читали читали про похождения ведьмы в деревнях разных в борьбе с нечистью разношерстной и вдруг -Василиса ну ничего, оказалось тоже читабельно хороший отдых для мозга, натруженного за рабочий день: все с улыбочкой, по-раздолбайски-0D высокохудожественной ценностью не обладает, но надо отметить мастерство в описании места действия, картинка довольно-таки живая и динамичная, вообще скучать автор не дает, все время что-то подкидывает|2
2591|Отличное произведение, хотя и во многом ученическое для Пинчона. Жанр определить весьма трудно - фантастика, мистика, психология... Впрочем, каждый волен сам навешивать собственные ярлыки. Обязательно к прочтению! Желательно в оригинале. 99% современной так называемой интеллектуальной литературы стоит в сторонке и нервно курит.|2
2592|Блестящий роман! Весьма причудливое произведение на основе мифов об аргонавтах, Минотавре, Икаре и Дедале и многих других с потрясающим евангельским концом. Удивляюсь, что еще никто до меня не оценил на этом сайте Отара Чиладзе!|2
2593|Это сосредоточие всех штампов жанра, классика детективного жанра, где с первого появления героя его характер просвечивает в каждом жесте, слове и фигуре. Классика, рубленая проза, опирающаяся на глаголы, без излишних описаний, без навороченных оборотов и мудреных фраз. Это мир красивых, но стервозных женщин, сильных мужчин и тотального недоверия... где деньги и собственная выгода решают все, и даже больше.|2
2594|Хорошая книга. Хотя эта была и первая книга в этом жанре и этого автора для меня, но она мне понравилась. Читается легко, можно узнать много интересного для себя.|2
2595|Недавно перечитывал вместе с супругой - смеялись оба :)|2
2596|Качественная книга, написанная о сложных вещах простым языком. Будет интересна всем поклонникам творчества У. Эко, а также любителям серьезной литературы, а не жвачки для мозгов. Рекомендую|2
2597|Очень хорошая, жизнерадостная и позитивная книга!|2
2598|Все книги Мураками об одиночестве. Его герой одинок и движется чтобы выбраться из этого одиночества, кого-то теряет а потом ищет, ищет, ищет и в процессе поиска пытается понять зачем. Но одиночество никуда не исчезает, поэтому находить не обязательно. Лучше жить в процессе поиска и надеятся что, найдя этого кого-то одиночество исчезнет, хоть это и не так.|2
2599|Ироничная книга для тех кто хочет думать сам, а не читать себе мысли на рекламных плакатах и в телевизионных ток-шоу.|2
2600|Книга блестящая, спору нет, но разочаровала финальная часть с каким-то унылым, как пропаганда, развенчанием образа обаятельного проходимца.|2
2601|Финал стоит того, чтобы дочитать слегка занудный рассказ до конца|2
2602|Эта энциклопедия вЂ“ для всех и для каждого,|2
2603|Книга на любителя, как, впрочем, и весь Крапивин. Но читается любителем впервые в любом возрасте так же славно, как и в возрасте главных героев - детей|2
2604|Место подвигов в любом времени|2
2605|Понравилось читать, очень интересно и захватывающе, ну и естественно потайной смысл спрятанный почти в каждом произведении автора|2
2606|Отличная, очень позитивная книга, жаль, что короткая|2
2607|Хорошая книга про человеческие отношения и любовь на примере детей, очень интересная и познавательная, есть о чем подумать|2
2608|Хорошая, интересная для читателей любой специальности и пола книга|2
2609|Давно не читал ничего более яркого и... грустного.|2
2610|книга с веселыми историями - очень забавно|2
2611|Отрывочные мнения: Читается на одном дыхании. Но телевизор после нее смотреть невозможно. Очень яркая публицистика и с четким сроком жизни - еще 4-5 мес. и первая часть полностью морально устареет.|2
2612|Я бы посчитала честью и большой удачей, если бы историю родного края моим детям преподавал такой увлеченный, талантливый историк, настоящий патриот, как Алексей Иванов. Замечательная книга! Браво, писатель!|2
2613|Произведение действительно жутковатое. История еврейского мальчика... началась в 1939 году... далее без комментариев. для читателей с крепкими нервами|2
2614|Классная книжка. Пелевин в своем стиле. Яркие образы, динамичный сюжет. Словом, да здравствует магический реализм.|2
2615|знаковая книга в моем взрослении...|2
2616|Легкость текста и занимательность изложения. Понравилось больше самого Мураками. Вот только книга очень неровная, есть страницы, которые сложно переварить.|2
2617|есть атмосфера, нет тяготения. Очень физично, много идей, есть приключения. Рекомендую. Хорошая очень научная фантастика|2
2618|Интересная книга, достойная внимания.|2
2619|Читаешь, как-будто ведешь разговор с реальным собеседником! Потрясающе, и смех и слезы и любовь!|2
2620|Роман обязателен к прочтению именно мужчинам!|2
2621|Читать стоит, особенно для тех кто любит быть заинтригованным! Из всего Кэрролла рекомендую именно это, хотя и дебютный роман, но на мой взгляд, лучше он пока ничего не написал.|2
2622|Иногда и у таких статных и величавых мудрецов как Джуффин Халли случаются черные деньки. Некогда великий в глазах читателя учитель Макса предстоет в свете молодого мальчишки, неуравновешенного, неприсытившегося чудесами, который сам ошибаясь покоряет Мормору. Самые трудные задачи решаются самым простым образом. Покоренные , напуганные и уставшие жители прибрежного городка Гажин попадают во власть страшных чудес и зловещих колдунов, а справлять в одиночку предстоит одному Джуффину Халли. Головоломка лучше всего разгадывается под страхом смерти. Приятного чтения.|2
2623|На плечи несчастного сера Макса взваливается очередная притча во языцах по имени Угурбандо. и вновь как на зло никто ну никтошеньки не знает как ему помочь. Как остаться в живых, спасти город который милее всего на свете да ещё и не забывать о личной жизни. В этой книге интереснейшим образом переплетены долг, отвага, любовь и сказка. Для тех кому надоели романы, но вы все ещё немного ребенок, сказка о возвращении страшных колдунов и белом рыцаре Максе очень подойдет.|2
2624|Жил да был на свете обычный парень Макс. И тут ни с того ни с сего начал ему сниться мистер ( сер ) Джуффин Халли. Как снего на голову начинают валиться чудеса, путешествия, личная жизнь, земля уходит из под ног и вот под ногами уже разноцветные камешки Эхо, и тебя уже зовут Сер Макс, ты вынужден носить Мантию Смерти и понять что всё что тебе нужно было осталось не там в прошлой жизни а здесь в новой, где есть маги и волшеники, призраки и духи и где можно запросто стать мертвецом, так ненадолго вывернуть мир на изнанку и вернуться живым и невредимым!|2
2625|Как много разных тварей показывают нам в фильмах ужасов: акулы, монстры, динозавры, нечисть.... Что же этому всему может ротивопоставить мышка? Так вот Мышка нарушка - это страшное оружие духов сухих степей! Но сер Макс укротитель всего живого и нет , наперевес с мелком машенька он не страшаясь входит в вальер с Мышом что было далее читайте сами ...|2
2626|Сколько рек я не видывала на своем пути: Нил, Сена, Волга, Ока , Лена, Объ..... Прекрасные, спокойные реки смотря на которые отдыхаешь душой и тело. Есть в Эхо прекрасная река, посмотришь в неё , успокоишься и прыгнешь в воды зеленые, поспать на долнышке... Но нблюститель порядка сер Макс всех привяжет к парапету, а сам разберется с Целлюлозным заводом которые засорил реку своими отходами и поселил там ...... Читайте книгу.|2
2627|В холоми всё было как всегда, тихий вечер, макароны, заключенные вволю наигравшись в шашки и наговоришься на тему пошатнувшегося Сердца мира разбредались по своим комфортабельным номера. Но вот , из нумера 5 - Хох-Ау начали доносится не лицеприятные запахи... Вызвали наряд из Дома у Моста и известный на все Эхо Сыщик - Эркуль де сер Макс начинает свою работу, кто же убийца - читайте , тайны это для вас.|2
2628|Все знают миф о Минотавре и о тех нечеловеческих условиях в которых он жил! Его переселили из однушки в центре Греции в комунальные лабиринты где то на краю Крита, какя не справедливость и именно из за этого он так озверел. А наших героев занесло в иные дали, они попали в лабиринты Менина, прежний хозяин замаскировал их так что очень долго они были недоступны даже диггерам, но как говорится дуракам везет, вот королю Гуригу и повезло, а вытаскивать его как всегда специальному отряду в Мантии Смерти.|2
2629|У меня нет дачи ))), может поэтому мне эта книга понравилась больше, однако, всем советую!|2
2630|Вы читали Библию? Коран? Даоские книги или Буддистские учения? Вы задавлись вопросом насколько долог наш мир, и кто правит им пока мы не видим? Насколько тонка грань между жизнью и смертью? И возможно ли переписать бытие под новый свет, под тех кто сейчас в нём? И чем придется заплатить, и кому? Чтобы остаться в жвиых в том мире который нам так дорог?! Хотите узнать ещё одно мнение? Читайте|2
2631|Советую почитать эту книгу всем риэлторам и людям имеющим отношение к недвижимости! Вам в наследство отходит прекрасный клочок земли а вы не знаете что с ним делать, а точнее - не знаете, что делать с теми кто там ещё живет? Вашими ближайшими родственниками! Перед вами руководство, как подружиться с родней и как оставить за собой поместье!|2
2632|Когда действительно ты готов бросить курить и знаешь как это непросто, то ищешь любые способы, лишь бы не сдаться, так вот ЭТА книга была одним из способов, само ее чтение говорит, что ты борешься, а если еще соблюдать рекомендации и главное ДОЧИТАТЬ до конца, то вы бросите.По крайней мере я -да.|2
2633|Книга понравилась. Этой мой первый Пелевин. Ошеломила, если по-честному. Потом, остальные книги читать стало легче, понятнее что ли. Надолго осталась в памяти.|2
2634|Бог зла и разврата учит женщин красить лица и вести себя не подобающе... Так или практически так представляется читателю в этой книге некто Азазель. Огромный Осьминог опутал всю Москву своими щупальцами, призывая лучших из лучших молодых и перспективных прийти в объятия смерти. История о заблудших душах и спасителе Фандорине...|2
2635|Гениальный Кизи. Читать после курса психиатрии или вместо него, или независимо от него - все равно хорошо. Возможно, мне повезло в том, что я тогда был студентом. А потому впечатление от книжки (по крайней мере, тогда) - самые клевые.|2
2636|Никогда не знаешь где найдешь где потеряешь. Бы малой да не казистый, стал вдруг бритый чистый - так размышлял один из главных героев романа, на которого обрушилась манна небесная в лице господина Фандорина, который стал невольным свидетелм дела о прекраснейшей и загодочной женщине - имя которой Смерть. Шерше ля фам, как говорят французы.|2
2637|люблю Ремарка. этим все сказанно|2
2638|уже классика.|2
2639|реалистично, правда современного мира глазами другого человека.|2
2640|Отлично, как все у Хега. Идеально неожиданная развязка.|2
2641|Одно из самых неоднозначных произведений современной литературы.|2
2642|Книга читается на одном дыхании, очень интересно, почти завораживает, но построена на научных исследованиях и фактах. Достойна внимания.|2
2643|Весчь!|2
2644|Путеводитель по настоящей Америке|2
2645|Конечно, о любом романе Генриха Бёлля можно сказать: «это очень грустная книга». Все книги Генриха Бёлля оставляют, как кофе во рту, в душе вкус светлой грусти и печали. А тебе остается только гадать, что это за печаль: печаль старца, что взирает на суету мира, понимая, что все это суета, и грустно ему, что не понимают этого другие, или печаль мужа, вдруг понявшего, что никогда больше он не встретится с детством, что свет прошедшего больше не озарит полумглы нынешнего. Но что может быть печальнее печали во взгляде клоуна, вдруг обнаружившего в улыбках зрителей не смех, а жалость? Чем заканчивается «Глазами клоуна»? Ганс Шнир вЂ“ сын миллионера, он садится на ступенях вокзала с протянутой шляпой. Как Мерсо, осужденный на смертную казнь за нежелание принимать лицемерные правила жизни, Ганс Шнир так и останется белой вороной сидеть на вокзале и распевать дурацкие песни. Ему просто нужны деньгивЂ¦ В реальном времени всё действие романа «Глазами клоуна» происходит в течение двух дней и практически в одном месте: четырех стенах квартиры. Все действительные события книги связаны с воспоминаниями Ганса Шнира, и единственный, кто появляется в реальном повествовании, а не в воспоминаниях, - отец. И в конце своего рассказа Ганс Шнир говорит: «Жалел я одного только отца». Да полно-те, реальны ли они все, дургие? Реальна ли Мария, Лео, Моника Зильвс, Зоммервильд, Кинкель и Фредебейль? Живые ли они люди? В центре повествования молодой человек, который говорит по телефону и от лица которого ведется рассказ. Ганс Шнир клоун не по профессии (тем более что клоун не в нашем понимании, он вЂ“ скорее, мим), но по духу, что отвращает его от лицемерия послевоенного общества. Ганс Шнир, потеряв любимую женщину, которую «увели» католические друзья, спасая ее от проклятия божьего, веру в святость родителей, доверие к религиозным постулатам, бросает вызов. Кому? Да нет, не вызов это вовсе, ибо драться он не в силах. Разве «вызов» клоуна на сцене воспринимают настоящий как вызов? Скажите, что можно увидеть глазами клоуна? Можно ли увидеть сцену, на которую смотрят все люди с мыслью, что сцена вЂ“ это отражение жизни? Нет. Глазами клоуна можно увидеть зрительный зал. Тех, кто пришел посмеяться над клоуном, кто в этот момент не успел или не захотел надеть привычную маску, кто не облачился в доспехи лицемерия и цинизма. Именно такими Ганс Шнир видит большинство тех, кто его окружает. Да, он сам не идеален, он совершает множество глупостей, например, дает грудному ребенку молоко с сырым яйцом, но он делает это искренне. Он однолюб, ему приходится оправдываться перед католическими деятелями за то, что он любил и будет любить только одну женщину вЂ“ свою ушедшую жену. И в этом смысле он больший праведник, нежели они, прикрывающиеся теологическими постулатами. Все, о чем хотел сказать Генрих Бёлль «Глазами клоуна» - это старую истину, которую так важно было вспомнить послевоенной Германии, что все хорошее и плохое, оно внутри человека, а если за это начинает бороться официальная церковь, государственная власть вЂ“ все лучшее наполняется цинизмом и лицемерием и превращается в инструмент манипуляции. А чем манипуляция религиозная лучше манипуляции расовой?|2
2646|Очень нежная, очень женская книга. Но мужчинам вроде тоже нравится :) Такая правильная книга про жизнь, про отношения, про одиночество... про то, как же все-таки ПРОСТО БЫТЬ ВМЕСТЕ...|2
2647|Отлично для своего жанра.|2
2648|Книга после которой сложно уснуть. Книга о том, что жизнь человека ничего не стоит...любого человека.|2
2649|мощная книга|2
2650|Читал не отрываясь, писатель умело играет с читателем.|2
2651|Отличная книга, первая в серии про ведьм. Две бабки и девица непрерывно жгут на протяжении всего опуса)) Пратчетта определённо стоит читать!|2
2652|"Очень интересная историческая книга. Я после прочтения заново открыл для себя тему ВВ2. Благо сейчас вышло огромное количество книг авторов и с той стороны линии фронта. Их нужно читать. Я ничего кроме официальной советской точки зрения на ВОВ раньше и не видел. При этом не все мемуары ""с той стороны"" написаны с таким же литературным качество. Я читал Папена ""Вице-Канцлер III рейха"". Читать можно, но слишком много места посвящено самооправданиям."|2
2653|Отличный роман. Отлично написан. Несколько смущает только момент раздирания мертвых тел в конце книги, это кажется излишним, нереальным в отношении всего остального и слишком вырывается из в целом очень гармоничного и связного повествования. Хотя вполне понятно, зачем этот момент вообще существует. Как сказал Сарт: ад - это другие. А рай у Гарленда превращается в ад только тем, что люди всеми силами пытаются сохранить его для себя. Они теряют все человеческое в себе, все доброе, ради одной эгоистической цели.|2
2654|"Интересно. Для тех, кто в эмоциях не знает вобще никаких границ :) Кажется, что и сама все это знала давно, но прочитала эту книгу, и что-то изменилось. Написано безумно понятно. Видимо, потому, что одна из соавторов - писатель. Очень просто, без пафоса и ""гламурных"" советов."|2
2655|Все так хрупко и беззащитно. Как тончайший фарфор. Жестокосердным не рекомендуется.|2
2656|Прежде чем написать кислотный роман «Страх и отвращение в Лас-Вегасе», Хантер Томпсон был журналистом – хочется думать, что таким же, как герой «Ромового дневника» Пол Кемп. Именно его образ – главное в этом романе, а вовсе не сюжет, который развивается со скрипом, как проворачивающееся в песке колесо машины. Кемп - бродяга-журналист за тридцать, уставший от беспорядочных скитаний, мечущийся между бунтарством и желанием покоя и запивающий галлонами рома невозможность что-либо изменить. Увлекаясь по инерции каждой новой идеей, он на самом деле никуда не хочет двигаться: «В глубине души мне не хотелось ничего, кроме чистой постели, светлой комнаты и чего-то устойчивого, что можно называть своим, хотя бы до тех пор, пока я сам от этого не устану». Но ведь все равно же когда-нибудь устанет – и осознание этого заставляет пытаться крутиться дальше. Крутятся и все окружающие Кемпа – такие же, как он, журналисты без дома и семей: не то отбросы общества, пессимисты и алкоголики, не то последние бунтари Америки, насквозь проспиртованные романтикой полуночных баров. Настроением этого романа легко проникнуться, ведь мы все в этой лодке: «Мы все проходим по одним и тем же проклятым местам, занимаемся одной и той же чертовщиной, которой люди уже пятьдесят лет маются, и все ожидаем, что вот-вот что-то случится». И ничего никогда не случается. Адски жарит солнце, пуэрториканцы устраивают жуткие свары на улицах, закончившие колледж белые девушки прилетают из Нью-Йорка и сливаются с природой в первобытном экстазе, но потом грустнеют и улетают назад; люди уезжают и возвращаются, Европа, Южная Америка, Куба, Сан-Хуан, - «лишь названия на карте», и где бы ты ни оказался, ты возьмешь с собой себя. «Я бунтарь, я не прогибаюсь... где же моя награда?», - вопрошает один из героев книги; к четвертому десятку («Мне кажется, что мне сто лет») бунтари начинают понимать, что награды нет и, кажется, не будет – фирма лопнула, деньги никто не вернет. Тогда только и остается, что пытаться уловить что-то в воздухе настоящего – напиться на карнавале, попробовать найти жилье, от которого, по крайней мере, не будет тошнить, вытянуться во весь рост на кровати, пока девушка, напевая, готовит тебе завтрак, и почувствовать хотя бы в течение пары секунд неожиданное спокойствие. Спокойствие, которого ты и хочешь, и боишься: то ли оно значит остановку и забвение, то ли – счастье и конец пути. Может, это и есть награда – а может, все-таки нет, и она еще ждет впереди. Но идти становится уже не так тяжело.|2
2657|Великолепная книга. Стиль И.Грековой сравнить просто не с чем, сдержанность и сердечность...|2
2658|Очень смешно и остроумно|2
2659|Уникальность практически всех произведений Миллера в том, что художественная ценность в них не так важна, как бурный, воодущевляющей, исцеляющий характер самого текста. Миллер был одним из реальных воплощений понимания художника, его роли и особого положения в обществе, сложившегося в конце XIX - начале XX века. Не случайно он так любил французских бунтарей Рэмбо и Селина, своих братьев по оружию, мысли и уникальной судьбе.|2
2660|тяжело читается, но, безусловно, эпохально.|2
2661|немного наивно и сентиментально. но заставляет глубоко задуматься о ранимом внутреннем мире поэта.|2
